Capitulo	Texto
"La Plaza de Armas
"	Explicamos a las chicas que nuestra Plaza Mayor constituye un triunfo de la simetría y el orden. Nada de sorpresas, vueltas ni contrastes. Cada cosa en su preciso lugar, casi diríamos en su rango social. Al centro, en el estrado, la señora virreina, la pila pretenciosa que felizmente en los últimos días han limpiado para que vuelva a relucir el bronce campanil y legendario de sus grifos y leones y de su ángel que no deja de soplar la dorada trompeta, rindiendo homenaje a la fontana sonora. Equidistantes, cada cual en su jardín y rodeada por discreta forja, las cuatro estaciones en blanco mármol de Carrara. La primavera, coronada griega de veste sutil, porta en la siniestra mano el simbólico canastillo de flores y en la diestra la avecita cantora de rigor. Representa al verano garrida campesina  cargada de gavillas de trigo. El otoño es un mocetón que lleva un cesto de frutas. El invierno, que ha interesado mucho a nuestras sobrinitas, es un anciano, fumador de cachimba, cubierto con sombrero suelto de vagabundo y embozado en larga capa que parece chamuscarse en la leña prendida a sus pies. En los cuatro pilones esquineros el agua de la Atarjea vuelve noche y día a cantar su monótona canción que se alza sobre el vocerío de los cocheros que han convertido cada uno de ellos en su centro de reunión. Finalmente, como últimos toques del cuadro apacible, los faroles ornamentales, los vigilantes poyitos, continuos enamorados de los niños saltadores y los banquitos, lugares de cita y raje para viudas e indefinidos cesantes y jubilados, perpetuos visitadores de la Caja Fiscal
"La Plaza de Armas
"	"Claro que no conocerán nuestras sobrinitas, a lo menos por nuestra boca, las consideraciones que pensamos sobre tales banquitos de la Plaza de Armas, siempre ocupados por ciertas pensionistas de aquellas arrechuzadas y pecaminosas, que lucen a través de la blonda a la cara de sus mantas bordadas de brillo de sus ojos negros, dispuestas a entretener a los amigos de su difunto con charla amena y picaresca, dando motivo a que un viejo coronel más o menos atrevido, que estuvo en Guía o en la Palma, o el capitancito más joven de  Yacango o los Ángeles les presente la propuesta de unir sueldos. “Oye, Joaquina, que buena vida nos pasaríamos juntando nuestras pensiones: tú, hija de Coronel y yo Sargento Mayor efectivo ...” Las viudas alegronas y dicharacheras tienen siempre a flor de labio la redondilla currupantiosa que viene, avispa ligera, zumbando desde la Patria Vieja:
El amor del hombre pobre
Es como el del gallo enano,
Que en saltar y no alcanzar
Se le pasa todo el año"
"La Plaza de Armas
"	"Si quieres que te haga caso
Tienes que andar derecho
Y no como el gallinazo"
"La Plaza de Armas
"	Saltando de trecho en trecho
"La Plaza de Armas
"	"Antes al bajar con el amigo Peña, echamos un vistazo a la Plaza. Por la ancha escalera va subiendo una garbosa dama de manta. La blonda muy labrada no nos deja ver bien su rostro, pero el pisar firme de sus menudos pies calzados con los zapatitos que ha puesto en boga Cánepa, los de cabritilla teñida en tornasol y recamados de mostacillas nos la denuncia joven y fuerte. ¿A que vendrá a la MunicipalidadCXV a esta hora que el sancocho la aguarda en su casa? Peñita, animado le murmura descendiendo los escalones:
Cuando me acuerdo me acuerdo"
"La Plaza de Armas
"	"Cuando me olvido me olvido,
Cuando me acuerdo de ti,
Me pesa el haber nacido"
"La Plaza de Armas
"	"Como las muy ollocubodas (que así también de lachacshactas motejan los jaujinos a las gentes de Tarma) han traído entre sus almofrez de vieja una botella de coñac Tres Estrellas y otra de La Ardilla que sus familiares les pusieron allí para soportar el paso de la cordillera y las noches heladas de Cachicachi y La Oroya, no encontramos mal ofrecerles una copita de bifer que invitamos al amigo Peña. Se aproxima la hora del almuerzo y un abreganas no vendrá mal. La botica y Droguería de Boggiano vista a la hora del aperitivo recuerda las boticas del año 68, cuando azotó a Lima la fiebre amarilla y no había quien estuviera con un pie en la sepultura y otro en un pan de jabón. Hoy ocurre distinta cosa felizmente. Viudas, indefinidos, empleados de Palacio y la enorme cáfila de patrones y dependientes del comercio central no dejan de sacrificar su medio para echarse al coleto un bifer de coca, de huaco o de amarguísimo pucherí...  
No nos queda ya espacio, despedidos de Peña, para continuar enseñando a Mariacha y Mercedes el otro Portal: la tienda de Jimeno; la de Soldevilla, meca de todo buen jugador carnavalero, reino de los chisguetes de estaño, de los polvos de olor y de los papelitos picados; la cigarrería de Méndez, en la cual, sobre el mostrador, una estatuilla broncínea ofrece, galante, azulina flamita de gas a los parroquianos para encender sus cigarros; la casa del teutón Krumdieck con sus amables empleados Hachmeister y Montoya; la de don Juan Thol; la Zapatería Jolly de Cánepa y varias otras hasta el final. Sería mañana, palabra de honor. ¡Sabe Dios la serie de cosas, encargos y caprichos de niña rica que comprarán las chicas antes de regresar a Tarma!. Veloutina Kay y Kalidor de Rowland donde Hage y Castagnino; papeles de música donde Brandes Tuyo es mi corazón, Verte y morir, Hijas del Rímac, Sangre de Viena, deleitosos valses austríacos y los criollísimos de Pedro Fernández, Sobre la montaña y al fin solos, y esa polka tan movida que su autor bautizó Saludo al 86, polvos y jabones de flores de la Plata donde Guillón y lo que es mucho más grave para nosotros, por el compromiso que nos trae de actuar como consejeros técnicos, comprar un guitarra española donde el viejo don Carlos Pighi; buscar un retocador (que sin duda será el amigo Palas, medio arrinconado en Lártiga) para dos tallas quiteñas que hemos visto entre sus cacharpas y retratarse tamaño visita y álbum donde Courret... 
Llegó la hora de volver a casita en pos del suculento almuerzo. Parados en la esquina de Mercaderes y Mantas, damos una última mirad a la Plaza. Sobre la fachada pobre y polvorienta de Palacio y sobre la masa cuadrada de los altos dela Intendencia, que se destaca al fin de la pescadería, gracias a la falta de construcciones, el cerro de San Cristóbal ofrece en silueta muy conocida para los limeños la desnudez de su mole apenas alterada por la cinta que finge el sendero que de los Descalzos va hacia lo alto, atrayendo a nuestra memoria recuerdos que mejor sería olvidar: los chilenos, Piérola, la ciudadela... Son las doce y en la torre de la Catedral comienza a sonar el Ángelus. El tintín del reloj municipal colocara don Aurelio Denegri se disuelve en los grave sones que llenan el espacio. Las postrimeras nubes blancas y coposas de la mañana, empujadas por el vientecillo, cubren el acerado azul del cerro. En un tono más pálido y vago, el cielo osténtase calmado como si diera ambiente a la plegaria cristiana. Algunos gallinazos, espantados por el campaneo, giran en la altura trazando círculos  cada vez mayores"
"La Plaza de Armas
"	"Termina , intensificándose, el ajetreo en mercaderes. Los dependientes, urgidos por el apetito, cierran apresurados las grandes puertas plegadizas de los almacenes y los grupos y corrillos se disgregan o toman el camino de plateros. ¿Qué limeño que se aprecia dejará antes de regresar a su casa de comer un par de pastelitos de carne y de beberse un bíter batido donde el popular Broggi? La sombrerería alemana de Christian Brenner, la sastrería francesa del judío Vandeloski. Los dos amigos del simpático gabacho don Julio Perret despiden a sus marchantes retrasados. No nos conviene ahora caminar toda la calle, llenas como están sus veredas estrechas, para ir a tomar en la esquina de la Bella Jardinera o en la de Carlitos Bar, el tranvía que a esta hora viene totalmente repleto y en el que no conseguiremos tres asientos ni aun encaramándonos a su imperial. Retornamos a la Plaza para alquilar un coche y vamos, descansaditos, de vuelta al vivero, mientras Pata é Yuca, en el pescante y sin haberse cambiado el roído levitón y el astroso tarro de unto con que acaba de regresar del Cementerio, entona a la sordina y acompañándose con el juguetón restallar de su látigo sobre las ancas de brunas de sus esqueléticos jamelgos, la pícara marinera:
Las negras huelen a ruda
Y las cholas a quesillo,
Las viejas huelen a orines
Y tu hueles a membrillo"
"La Plaza de Armas
"	"Zambita si, zambita no,
Todas las gentes me dicen
Que tu olor es el mejor"
"La Plaza de Armas
"	"¡Zambita ´e mi vida!
¡Zambita ´e mi amor
Los mojinos de mi tierra
Me huelen a chicharrón,
Los marineros a brea
Y tu hueles a clavel"
"La Plaza de Armas
"	"Zambita si, zambita no,
Todas las gentes me dicen
Que tu olor es el mejor"
"La Plaza de Armas
"	"¡Ricura ´e mi vida!
¡Zambita ´e mi amor!
II
VA APROXIMÁNDOSE EL DÍA  en el cual deben regresar nuestras queridas sobrinas al terruño y es hora de que volvamos al centro para acabar con una serie de encargos de su casa y, sobre todo, para cumplir el acto magno de su estada en Lima: hacerse los retratos que han de llevar a sus familiares como recuerdo de los placenteros momentos pasados a los viejos tíos, este matrimonio LequericaRamos, que, por cierto, no les pagará la visita en Tarma, ya que reuma y años vividos se oponen a la cortesía. 
La del alba sería cuando despertaron las chicas. Aun antes que las vocingleras campanitas conventuales del Prado y el Carmen comenzaran a llamar a las madrugadoras monjas a Maitines y antes que la luz brillante de estas mañanas de Enero entrara a chorros por la farola de comedor y las innumerables teatinas de nuestro antiguo caserón, Meche y Maria estaban en pie. Impacientes, han aguardado la llegada del panadero que jinete en una mula parda, nos vende para el desayuno el pan acabadito de salir y rechinante de las Cinco Esquinas, y de la lechera, mestiza presumida que, envueltos cuello y cabeza en rico paño de hilo del Norte, viene perfectamente instalada entre sus porongos de lata, manejando el rocín con un terno chapeado de plata y trenzado por el maestro Chumpitazi que haría las delicias de cualquier mozo elegante, el 24 de junio, en la pampa de Amancaes.."
"La Plaza de Armas
"	Mientras la vieja Manonga prepara el café con leche, el pan con mantequilla y el plato de chicharrones calentitos y olorosos que constituyen nuestro diario desayuno, asentado en raras ocasiones con su copita de Italia desde luego moqueguano y de Ward Mercedes y María han invadido nuestro dormitorio desenvolviendo el ovillo interminable de sus femeniles preguntas, exclamaciones y curiosidades de provincianas primerizas en una gran ciudad como es para ellas Lima. Tenemos pues, que darles lo que diría Severiano Galindo o Pedro Manuel Rodríguez una lección de artes suntuarias (y nosotros, más campechanamente, relleno), aunque los muebles de casa no justifiquen con su riqueza la denominación. La cuja camera de bronce con pies torneados y toldilla cubierta por blanca y limpia cortina de encaje es lo primero que provoca su atención. Como en los días que repican gordo, hemos tendido hoy una rica y sedeña colcha roja con maravillosos bordados negros, traída de la china en los tiempos en que Giuseppe Garibaldi hacia viajes redondos en su barco por cuenta de don José Canevaro, colcha que fue el regalo de boda que nos hizo uno de sus hijos, el simpático Rafael. Los rodapiés de malla haciendo juego con el tejido de las bocafundas de la almohada y el ruedo de los almohadones completan el cuadro del lecho conyugal. A cada lado, vigilantes, las mesitas de noche, velado el mármol blanco por pisito de factura familiar, muestran a las chicas la palmatoria de bruñido cobre y las despabiladeras, indispensables dada la pésima calidad de esas velas de esperma que nos importan desde Holanda nuestros sabidos mercaderes. Pero ¿y el gas, tiito) inquieren a dúo las muchachas . El gas alumbra de lejos y hay que apagarlo antes de acostarse y rezar... Para el caso de que uno de nosotros o que tal vez los dos lleguemos al final de nuestros días dentro del año, la Archicofradía del Rosario nos obsequia, como hermanos veinticuatros que ambos somos, en la fiesta de la candelaria, la vela del bien morir que cuelga sobre cada mesita, luciendo sus colores blanco y verde y esperando el momento en que el fósforo anunciador del viaje final se llegue a su mecha y la encienda. Dios sea clemente y retarde el instante en que ésa alumbre nuestro postrimer suspiro
"La Plaza de Armas
"	Del lecho conyugal saltamos a la cómoda de buche de paloma. Prescindiendo del contenido de sus cajones, donde duermen algunos cortes de seda de la tía que irán seguramente de recuerdo a Tarma y que por ahora no descubrimos a las sobrinas, nos place historiarles las cosas que ampara dentro de sus cristales la urna reluciente y alegre. El romano misterio de madera que trajo consigo a Lima, allá por los tiempos coloniales, un antepasado de nosotros, don Esteban de Lequerica, Mendoza  y Cuellar: San José, la Virgen y el Niño, rozagantes, decorados con vivos colores que magnifica el prolijo y áureo estofado, constituye la figura central del conjunto. Apenas si este otro misterio, cholo y nacional, de piedra huamanguina, se atreve a querer igualarlo. Pedro Castre, cuando estuvo de administrador de correos en Ayacucho, nos lo envió junto a una retahíla de figurillas en filigrana de plata que completaron luego aquí Angelino Chaves, nuestro querido pariente, y don Manuel Domínguez. Candelabros de varios brazos, candeleros, palmatorias, braseritos para quemar sahumerio, arañas de muchas luces y mil otros dijes reducidos, abreviados, en miniatura, rodean guardianes perennes los misterios. Tan sólo cuando llega Diciembr
"Epílogo
"	"Epilogo
Añoranzas
CON MOTIVO DEL LIBRO DE PEDRO M. BENVENUTO Y MURRIETA, QUINCE PLAZUELAS, UNA ALAMEDA Y CALLEJÓN 
EL LIMEÑÍSIMO LIBRO que Pedro Benvenuto y Murrieta me dedica, el más ameno y sugestivo entre los que, desde hace días, han llegado a mis manos. Se denomina con toda exactitud, en el subtítulo, reconstrucción de la Lima de 1884 a 1887 por tradición oral; y maravilla en verdad que su adolescente autor haya sabido asimilarse y expresar tan cabal y sentidamente las fieles versiones que en el propio hogar ha recogido, y que pintan con tan expresivos colores aquel ya lejano período de nuestra vida nacional y urbana. Hay en el la más cierta promesa de un José Gálvez y de Ismael Portal, de un continuador de D. Ricardo Palma, lo que no significa sin duda mediano elogio. Tenemos un nuevo y excelente costumbrista. Este su primero y juvenil libro trae con mucha frecuencia a la memoria los Paseos históricosanecdóticos por el antiguo Madrid de Mesoneros Romanos; y a ratos, en  algunos toques descriptivos, los artículos de Azorín. Posee Pedro Benvenuto evidentes y notables condiciones artísticas, viva imaginación, a la vez visual y auditiva. Ciertos párrafos suyos sobre los rumores vespertinos de pregones populares y el encenderse de las luces de la melancolía crepuscular de los barrios arcaicos, son de un poeta legítimo que, si no se malogra, si atina a aprovechar y canalizar su vena, puede llegar a eminente y admirable"
"Epílogo
"	Muy perdonables son, atendiendo a la temprana edad del autor, algunos descuidos gramaticales, sobre todo en el empleo de los gerundios; y la inadvertencia de haber seguido, al ortografiar los apellidos y nombres de pila, esta desatinada y abusiva practica peruana. Así por vía de ejemplo, Loaysa debería escribirse siempre con s y no con z, pues no es patronímico, el apellido extremeño de Chaves (p.2I5), tan infundido desde la conquista entre nosotros, que proviene del sustantivo genérico portugués chaves (llaves). Contra opinión vulgar, los nombres propios no carecen de reglas ortográficas, pues tienen significado, raíz y génesis; y no corresponde a épocas civilizadas deformarlos como aquí solemos hacerlo
"Epílogo
"	"Pero dejando de lado minucias, y penetrando en el asunto de evocación tan emotiva, lo primero que observamos, no obstante la transformación natural de edificios y costumbres populares, es el extraordinario parecido entre el ambiente angustioso decenio posterior en la ocupación chilena y los presentes años. Yo nací en 1885;  y aunque puedo atestiguar bastante por impresiones directas de infancia, suplo fidedignamente lo demás con la inmediata tradición y lectura de los diarios de entonces. La semejanza es innegable. Los destrozos de la guerra extranjera y civil se agravaban con la honda y persistente crisis agrícola y bancaria, derivada de causas muy anteriores y compleja. Estaba arruinada la minería. La baja de los precios del azúcar y las lanas, y los crecidos impuestos exportación, redujeron a verdadera pobreza los hacendados de la Costa y del Sur. La penuria de los deudores, la depreciación de la moneda y la liquidación de los establecimientos de crédito inspiraban atrevidos proyectos cancelatorios. Los sueldos de los servidores del Estado se hallaban atrasados a tal punto que mi abuelo materno, Ignacio de Osma, como Prefecto de Lima primero y como Ministro de Gobierno después, tuvo que subvenir a veces de su peculio las pagas de la policía urbana y rural; y de ello dan testimonio hasta los editores de 
El Comercio. Hubo una breve Asamblea Constituyente, poco autorizada ante la opinión, y que, sometiéndose al cabo a los dictadores de ésta, se limitó a conformar la Carta del 60. El civilismo se daba oficialmente por difunto; y en el ministerio coexistían personas de diversos origines y tendencias políticas, que no utilizaban siempre las facultades extraordinarias de que se hallaban investidas"
"Epílogo
"	Hoy tenemos mayor claridad y coherencia en la posición doctrinaria de los bandos, porque la evolución mundial no permite ambigüedades. Hace cuarenta y ocho años, el Partido Nacional, con a la sazón se denominaba el pierolismo demócrata, unía a clientela y propensiones populares un ideario netamente derechista y conservador, apoyándose en el clero, y en la herencia teórica y personal, en el grupo y discípulos, de Vivanco y de D. Bartolomé Herrera; al paso que aprovechando el eclipse del centrismo civilista, que fue una especie de justo medio u orleanismo criollo, liberalismo histórico y antirreligioso intentaba reorganizarse bajo ls gastadas figuras del General Medina y de Químper, y procuraba atraerse a catedráticos y abogados de filiación civil partidista, como Villarán, Lissón y Pérez. Por esta regresión y sístole del país, que forzosamente se repite tras toda prolongada calamidad, como la guerra o el último oncenio, del propio modo que creemos ahora revivir los tiempos del 84 al 90, así los de éstos pudieron imaginarse que volvían los de sus padres, del 29 al 45: escasez económica, cuarteladas y pronunciamiento, cerrazón en todo el horizonte
"Epílogo
"	Las innovaciones arquitectónicas en Lima habían cesado con la miseria de la derrota y la crisis consiguiente. Largo fue el compás de espera en la modernización de la ciudad. La audacia locamente optimista del período Balta, dejó obras de indudable buen gusto, como la Exposición; pero en su afán demoledor se excedió a menudo. Ya había caído innecesariamente bajo la ignara piqueta la venerable capilla de la vieja universidad, sede de los primeros Congresos. Se pretextó que estaba ruinosa, cuando con mediano esfuerzo era restaurable. La destrucción de las murallas, en opinión de discretos contemporáneos, no fue tampoco de indispensable necesidad para el ensanche y la higiene. Por cierto que los baluartes del Duque de la palata no merecían el escrupuloso respeto que ha salvado la sagrada cerca de Roma, y la hermosa y medioeval de Aviñón (aunque ésta, para vergüenza del burdo radicalismo provenzal, se ha visto amenazada y herida por una beocia municipalidad de ideas avanzadas); pero dentro de su modesta y moderada vetustez americana, las bicentenarias murallas limeñas daban tono y limite preciso a nuestra antigua ciudad, y la hubieran distinguido claramente de las ampliaciones, nuevas venidas de residencias, suburbios y arrabales, como ocurre con el ya invocado e irrefutable ejemplo de Roma, y los de Verona, Luca y Ferrara en Italia, Núremberg en Alemania, Cádiz, Toledo, Ávila, Cáceres y Segovia en España, y Carcasona en Francia. Inútiles sin duda para una verdadera guerra, no lo eran para seguridad policial y tributaria, y los infantiles bochinches y montoneras de nuestra república. A las necesidades de mayor tráfico y urbanización futura, bastaba con abrir nuevas portadas y abatir algunos lienzos ante las principales vías en proyecto. Pero ya que se empeñaban, por moda y extranjero impulso, en derruir todo circuito, debieron siquiera salvar, para memoria y ornato, las mejores portadas, como ha sido el caso de varias en Bolonia, Valencia, palma de Mallorca y otras mil ciudades. Entre nosotros hubieran debido ser  exceptuadas las del Callao y mayormente la de Maravillas, que en su clásica de decoración se asemeja a la Puerta de Hierro, todavía subsistente en la salida de Madrid al Prado. Pero ni aquellas respetaron; porque el capricho criollo novelero, según de continuo acredita, es enemigo de verjas, muros, recuerdos y obstáculos, y se afana en echarlo todo, para poner de manifiesto su pueril y aniquiladora vaciedad
"Epílogo
"	"Peor fue la animadversión contra los típicos balcones de cajón tallados. Hubo ordenanza municipal que prohibía reedificarlos. La liviandad e ignorancia llegaron hasta abominar de los extensos patios, que dan fisonomía tan castiza y señoril a las casas. En mi niñez he oido a gentes que se percibían cultas, sostener que nuestros patios (mayores aunque menos alegres que los sevillanos) no obedecían sino a la necesidad de tener un corral delantero de las viviendas, para facilitar el cargío de las recuas chacareras. Mi instinto tradicional se sublevaba contra tan zafías vulgaridades; y me sentí satisfecho cuando mis estudios medios me comprobaron que los que las enunciaban, carecían de la más elemental noción de historia de las bellas artes y de la casa en la civilización mediterránea, y del estilo palaciano dondequiera. 
En vano los viajeros verdaderamente ilustrados, como Lastarria y Sarmiento, y después de la guerra Rubén Darío, formulaban vehementes votos porque no se despojara a Lima de su aspecto peculiar en costumbres y edificación. Nuestros compatriotas, que presumían de expertos y superiores, sin excluir al mismo historiógrafo y costumbrista Manuel Atanasio Fuentes, no tenían sino desdén y compasiva sonrisa para las fábricas y usos de sus abuelos. Cuando la catástrofe nacional paralizó las reformas edilicias, se entretenían en planear para el momento en que lo permitieran los medios, el embellecimiento a la moderna, que en ellos venía a ser equivalente a la regularidad más mezquina, aburguesada, incolora y ramplona. Poco a poco, esa generación y la siguiente, en la convalecencia y lenta mejoría del país ejecutó sus modernistas designios. Patente está el resultado. Lima que pudo ser una ciudad artística e interesante de veras, reteniendo y desarrollando su carácter y sabor propios, una Sevilla o un Cairo sudamericano, ha perdido casi toda su originalidad, y ya no le queda sino un reflejo borroso y pálido de Andalucía, esnobistamente disfrazado y contrahecho. Ahora nos arrepentimos, con tardía contrición; y como es sabido que no nos tornamos conservadores sino cuando ya a duras penas tenemos qué conservar, la racha de colonialismo parodia de menguadas casuchas efímeras los mismos rasgos criollos de los nobles caserones que nuestros frívolos padres se empeñaron en escarnecer, desfigurar y arrastrar"
"Epílogo
"	Claro que no todos los viejos balcones de madera limeños eran hermosos ni merecían supersticiosamente perpetuarse; pero no eran por si, en general, las disformes y risibles excrecencias que, con afrancesado gusto, anatematizó Fuentes en las páginas de Lima (París, I866, p. 6). El remoto antecedente de estas ligeras galerías saledizas, puede advertirse , con las menianas voladas, desde las clásicas ruinas de Pompeya y de Ostia. Los países germánicos tienen sus análogos y poéticos erker. A no dudar, la filiación de los nuestros es morisca. Hoy todavía el Cairo, Constantinopla y Salónica cuentan por millares los muxarabiés con ventanillas y caladas celosías, que en Portugal se llaman adufas. En España e Italia el balcón cerrado se modernizó en el siglo XIX, aumentando cristales y disminuyendo en madera. De esta clase de miradores están atestadas las provincias septentrionales y centrales de España; y he visto algunos pequeños de persianas en Roma, como el que aparece en el ángulo del Palacio Bonaparte, hacía la Plaza de Venecia y el Corso. En el interior de las iglesias, el barroquismo los había empleado mucho, como tribunas decorativas; y recuerdo a este respecto las bellísimas de la Catedral de San Esteban en Viena. El suave clima limeño, y los hábitos de reclusión, misterio y curiosidad de nuestras mujeres, brindaban a la multiplicación de estos balcones de celosía en nuestras rectilíneas calles; y se hicieron tan pronto característicos de Lima, que no los omite Murillo en el cuadro de Santa Rosa y de las predicaciones de San Francisco Solano, existente en una colección particular inglesa, que tuve ocasión de ver transportado a Roma
"Epílogo
"	Entre nosotros, el nombre de mirador no se aplicó al balcón de cristales, sino a la elevada torrecilla al estilo gaditano, que tantas casas poseían como coronación de la azotea, y de la que subsisten ejemplares en el Cercado, abajo del Puente, y las calles de afligidos y de La Riva. En el siglo pasado, el vocablo balcón limeño combinó cristales y madera, predominando la madera siempre, con los adornos neoclásicos de cintas, medallones y guirnaldas. Genuinos balcones coloniales del XVIII herederos de la tradición del XVII, con talla de cuarterones o cruces, molduras redondeadas, y labradas ménsulas o palomillas, son los de las mansiones de Dávalos de Ribera y de Oquendo en la Veracruz y Afligidos; los de una casa de las Aldabas (no lejos de aquella esquina Melchormalo, en que acaba de desaparecer un antepecho minúsculo del más puro estilo XVII); los de los Condes de Montesclaros de Sapán en la Plaza del Baratillo, que presentan la inserción rara del balcón dentro de la baranda corrida; y por fin, los famosos de TorreTagle y los fronterizos. Quiera Dios que perduren, para que no todo sea anónima insipidez
"Epílogo
"	Con esta ocasión, apuntaré que dicha casa fronteriza a la de TorreTagle, cuya fachada es curiosa, aunque el interior esté desnaturalizado, no perteneció, como dice Benvenuto (p. 76), a los Torre y Vásquez de Acuña, según lo demuestran las armas que aún allí campean y los papeles que posee D. José Ortiz de Zevallos
"Epílogo
"	Leves equivocaciones, como la anterior, especial cuando se remonta con frecuencia Pedro Benvenuto hasta tiempos virreinales, me permite señalarle en sucesivos artículos de comentario a este galano y felicísimo libro. Bien merece el aplauso y el comento benévolo y alentador, quien como él emplea las vigilias de sus años mozos  en evocar y reconstituir cariñosamente, con tipos y usanzas populares, la Lima de nuestra niñez, y nos permite así, por aproximación, supervivencias y atavismos, entrever más allá la imagen completa de la remota, patriarcal y legítima Lima española y criolla, la de lujosas iglesias, placidos conventos y huertas fragantes, hechicera, añorada y soledosa, refugio de ensueño y poesía contra las prosaicas baraúndas de la presente
"Epílogo
"	LA PRIMERA PLAZUELA que Pedro Benvenuto escribe, es la de la Recoleta. Las señoras del Hospicio de Manrique se equivocaron al referirle que en el sitio de su capilla, a la izquierda de la puerta de calle, fue enterrado Fray Martin de Porras, porque es sabido que Fray Martín vivió y murió en el convento grande de Santo Domingo. Se trata de otro bienaventurado de la orden dominica, Fray Juan Macías, no menos merecedor de memoria y celebridad, lego portero de esta antigua Recoleta de la Venturosa Magdalena, y cuyos recuerdos en la iglesia del Patrocinio, Alameda de los Descalzos, menciona Benvenuto en posterior capitulo (p. 230). Fue Fray Juan Macías uno de los más puros místicos de nuestro siglo XVII, como lo demuestra la autobiografía que dicto la víspera de morir, el proceso de su beatificación, y las largas y conmovedoras páginas que le dedica el P. Meléndez, cronista peruano de su orden. Discípulo y especialísimo devoto de S. Juan Evangelista y del excelso teólogo alemán Enrique Susón, este humilde e ingenuo extremeño, pastor y sirviente, llego a ser visitado y consultado por el virrey Marqués de Mancera y su hijo D. Antonio de Toledo, los oidores y la mas calificada nobleza de Lima, los Tello, los Spínola Villavicencio; el caballero santiaguista y encomendero, y Secretario Mayor del Virreinato, D. José Cáceres Solier2, y su mujer doña Isabel Fernández de Córdoba; y los tesoros reales Quesada Sotomayor. Iban primero a confiarles sus cuitas y perplejidades de animo; y a rezar después ante su tumba colocada en la capilla particular de la portería. Ahora están sus reliquias en al altar de San Rosa, en la iglesia de Santo Domingo; pero todavía en este paraje, cuando entramos en la ciudad por la avenida Wilson, cerrándola en el fondo, la cúpula del destruido oratorio, pintada de azul por dentro, y rodeada por fuera de pequeñas pirámides ornamentales de adobe, nos suscita la dulce y contemplativa imagen del santo portero, vencedor en maceraciones, ascetismo y prodigio, de los yoguis indostanos; suspensos en éxtasis entre sus tareas de refectorio y cocina, como el S. Diego de Alcalá del cuadro de Murillo, que admiramos en la galería de Louvre 3
"Epílogo
"	Otra gloria tuvo, y de alta nombradía literaria, este convento de la Recoleta: haber sido residencia, por varios años, de Fray Diego de Hojeda, el Milton peruano, autor de la Cristiada. En el apéndice de mi primero y defectuosísimo ensayo de 1905 sobre literatura patria, he sido mezquino y tacaño para con este poema, uno de los más inspirados entre los épicos de lengua española. No solo sus imágenes deprecaciones e ímpetus liricos, sino infinidad de escenas, como la de Muerte que, antes de herir al HombreDios, se humilla y de hinojos le pide licencia para cumplir el designio divino, frente al eclipse de Sol, el pasmo del Universo y la despavorida fuga de los espíritus infernales  (Canto XII), representan una extraordinaria pujanza poética, indudablemente la mayor de toda nuestra historia. Los dorados y nutridos naranjales que hubo en ese monasterio, así en sus claustros adornados de retablos, como en sus extensas huertas, pobladas de calvarios y pajarillos, una de las cuales se llamaba Getsemaní, según todo consta en Meléndez, presenciaron en el mismo siglo XVII los sublimes arrobamientos de Fray Juan Macías y de Fray Diego de Hojeda. No era cenobio relajado y trivial el que tales habitadores albergaba. Micho se ha hablado y declamado sobre la decadencia de las ordenes religiosas en la Colonia, y no he dejado yo por mi parte de hacerlo; mas aunque hubo siempre laxitud, corrupción y desorden en los conventos grandes, importa advertir la notable excepción de estas recolecciones o descalceces, que eran como islas incontaminadas, heroicas y abruptas, y sobre todo distinguir las épocas, pues la de  Felipe III entre nosotros, por la lejanía y lentitud de la vida americana, conservó la austeridad y elevada tensión de la Felipe II, y aquella centuria no se equipara, en nivel moral y artístico, al bastardo y liviano siglo XVIII, que nuestras retóricas soflamas tienen de continuo a la vista
